date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:41:40	8530/8530	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202019%2001:41:37%20GMT	http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/favicon.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/favicon.42.delayed	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:44	131717/131717	---M--	200	added ('OK')	image/png	etag:%2220285-591cd3a12a1d0%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/gradient-hero.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/gradient-hero.png	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:49	51947/51947	---M--	200	added ('OK')	image/jpeg	etag:%22caeb-591f9f4d48cc0%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-1.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-1.jpg	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:50	162494/162494	---M--	200	added ('OK')	image/png	etag:%2227abe-591cd3a12b170%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/testimonio-after.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/testimonio-after.png	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:50	168267/168267	---M--	200	added ('OK')	image/png	etag:%222914b-591cd3a12b170%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/testimonio-before.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/testimonio-before.png	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:51	1627/1627	---M--	200	added ('OK')	image/png	etag:%2265b-591f9f4d47d21%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/cubiertos.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/cubiertos.png	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:51	1148/1148	---M--	200	added ('OK')	image/png	etag:%2247c-591f9f4d46d81%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/calendario.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/calendario.png	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:52	989/989	---M--	200	added ('OK')	image/png	etag:%223dd-591f9f4d46d81%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/corazon.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/corazon.png	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:52	1148/1148	---M--	200	added ('OK')	image/png	etag:%2247c-591f9f4d46d81%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/conversacion.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/conversacion.png	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:52	1574/1574	---M--	200	added ('OK')	image/png	etag:%22626-591f9f4d47d21%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/equis.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/equis.png	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:53	1491/1491	---M--	200	added ('OK')	image/png	etag:%225d3-591f9f4d4fa20%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/ubicacion.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/ubicacion.png	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:53	57178/57178	---M--	200	added ('OK')	image/jpeg	etag:%22df5a-591f9f4d49c60%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-2.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-2.jpg	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:53	1081/1081	---M--	200	added ('OK')	image/png	etag:%22439-591f9f4d4fa20%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/taxi.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/taxi.png	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:55	2377/2377	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202019%2001:41:51%20GMT	http://alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed?url=http%3A%2F%2Falternativasweb.tk%2Fclientes%2Featin%2Ftours%2Flearn-with-the-experts%2F	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed395b.json	(from http://alternativasweb.tk/clientes/eatin/tours/learn-with-the-experts/)
20:41:55	49384/49384	---M--	200	added ('OK')	image/jpeg	etag:%22c0e8-591f9f4d4dae0%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-4.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-4.jpg	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:56	2462/2462	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202019%2001:41:52%20GMT	http://alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed?url=http%3A%2F%2Falternativasweb.tk%2Fclientes%2Featin%2Ftours%2Flearn-with-the-experts%2F&format=xml	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed03a5	(from http://alternativasweb.tk/clientes/eatin/tours/learn-with-the-experts/)
20:41:56	62255/62255	---M--	200	added ('OK')	image/jpeg	etag:%22f32f-591f9f4d4fa20%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-5.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/highlights-5.jpg	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:57	8530/8530	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202019%2001:41:53%20GMT	http://alternativasweb.tk/clientes/eatin/tours/learn-with-the-experts/favicon.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/tours/learn-with-the-experts/favicon.50.delayed	(from http://alternativasweb.tk/clientes/eatin/tours/learn-with-the-experts/)
20:41:58	2378/2378	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202019%2001:41:55%20GMT	http://alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed?url=http%3A%2F%2Falternativasweb.tk%2Fclientes%2Featin%2Fterminos-y-condiciones%2F	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed5618.json	(from http://alternativasweb.tk/clientes/eatin/terminos-y-condiciones/)
20:42:00	2465/2465	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202019%2001:41:56%20GMT	http://alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed?url=http%3A%2F%2Falternativasweb.tk%2Fclientes%2Featin%2Fterminos-y-condiciones%2F&format=xml	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed5a84	(from http://alternativasweb.tk/clientes/eatin/terminos-y-condiciones/)
20:42:02	8530/8530	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202019%2001:41:58%20GMT	http://alternativasweb.tk/clientes/eatin/terminos-y-condiciones/favicon.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/terminos-y-condiciones/favicon.53.delayed	(from http://alternativasweb.tk/clientes/eatin/terminos-y-condiciones/)
20:42:12	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202019%2001:42:10%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/slick-theme.min.css)
